Waiting for packets
2020-05-28 11:59:24.282177 7100
2020-05-28 11:59:24.360924 7200
2020-05-28 11:59:24.439394 7300
2020-05-28 11:59:24.519128 7400
2020-05-28 11:59:24.599081 7500
2020-05-28 11:59:24.678516 7600
2020-05-28 11:59:24.758217 7700
2020-05-28 11:59:24.837845 7800
2020-05-28 11:59:24.916997 7900
2020-05-28 11:59:24.997328 8000
2020-05-28 11:59:25.077610 8100
2020-05-28 11:59:25.157225 8200
2020-05-28 11:59:25.235336 8300
2020-05-28 11:59:25.314691 8400
2020-05-28 11:59:25.395806 8500
2020-05-28 11:59:25.475862 8600
2020-05-28 11:59:25.556382 8700
2020-05-28 11:59:25.637051 8800
2020-05-28 11:59:25.715474 8900
2020-05-28 11:59:25.794756 9000
2020-05-28 11:59:25.876760 9100
2020-05-28 11:59:25.955451 9200
2020-05-28 11:59:26.035585 9300
2020-05-28 11:59:26.114996 9400
2020-05-28 11:59:26.196067 9500
2020-05-28 11:59:26.276843 9600
2020-05-28 11:59:26.356831 9700
2020-05-28 11:59:26.435544 9800
2020-05-28 11:59:26.516988 9900
2020-05-28 11:59:26.597780 10000
2020-05-28 11:59:26.677719 10100
2020-05-28 11:59:26.758595 10200
2020-05-28 11:59:26.838235 10300
2020-05-28 11:59:26.918340 10400
2020-05-28 11:59:26.998561 10500
2020-05-28 11:59:27.079353 10600
2020-05-28 11:59:27.158275 10700
2020-05-28 11:59:27.238187 10800
2020-05-28 11:59:27.317729 10900
2020-05-28 11:59:27.397615 11000
2020-05-28 11:59:27.477137 11100
2020-05-28 11:59:27.558209 11200
2020-05-28 11:59:27.638559 11300
2020-05-28 11:59:27.717356 11400
2020-05-28 11:59:27.797550 11500
2020-05-28 11:59:27.875981 11600
2020-05-28 11:59:27.955352 11700
2020-05-28 11:59:28.033858 11800
2020-05-28 11:59:28.112381 11900
2020-05-28 11:59:28.190490 12000
2020-05-28 11:59:28.269030 12100
2020-05-28 11:59:28.350230 12200
2020-05-28 11:59:28.428800 12300
2020-05-28 11:59:28.508974 12400
2020-05-28 11:59:28.588004 12500
2020-05-28 11:59:28.668696 12600
2020-05-28 11:59:28.747300 12700
2020-05-28 11:59:28.826911 12800
2020-05-28 11:59:28.906655 12900
2020-05-28 11:59:28.986568 13000
2020-05-28 11:59:29.066359 13100
2020-05-28 11:59:29.146387 13200
2020-05-28 11:59:29.226946 13300
2020-05-28 11:59:29.306813 13400
2020-05-28 11:59:29.387370 13500
2020-05-28 11:59:29.467852 13600
2020-05-28 11:59:29.548378 13700
2020-05-28 11:59:29.627358 13800
2020-05-28 11:59:29.706190 13900
2020-05-28 11:59:29.785382 14000
2020-05-28 11:59:29.865379 14100
2020-05-28 11:59:29.944792 14200
2020-05-28 11:59:30.025074 14300
2020-05-28 11:59:30.104774 14400
2020-05-28 11:59:30.184942 14500
2020-05-28 11:59:30.263838 14600
2020-05-28 11:59:30.342605 14700
2020-05-28 11:59:30.421471 14800
2020-05-28 11:59:30.500903 14900
2020-05-28 11:59:30.581011 15000
2020-05-28 11:59:30.662101 15100
2020-05-28 11:59:30.742347 15200
2020-05-28 11:59:30.822621 15300
2020-05-28 11:59:30.902730 15400
2020-05-28 11:59:30.982401 15500
2020-05-28 11:59:31.062865 15600
2020-05-28 11:59:31.141931 15700
2020-05-28 11:59:31.222185 15800
2020-05-28 11:59:31.302959 15900
2020-05-28 11:59:31.384339 16000
2020-05-28 11:59:31.463872 16100
2020-05-28 11:59:31.543903 16200
2020-05-28 11:59:31.624524 16300
2020-05-28 11:59:31.704582 16400
2020-05-28 11:59:31.783407 16500
2020-05-28 11:59:31.862963 16600
2020-05-28 11:59:31.943606 16700
2020-05-28 11:59:32.024973 16800
2020-05-28 11:59:32.103940 16900
2020-05-28 11:59:32.183597 17000
2020-05-28 11:59:32.263289 17100
2020-05-28 11:59:32.343088 17200
2020-05-28 11:59:32.423060 17300
2020-05-28 11:59:32.503728 17400
2020-05-28 11:59:32.581656 17500
2020-05-28 11:59:32.660724 17600
2020-05-28 11:59:32.739908 17700
2020-05-28 11:59:32.818592 17800
2020-05-28 11:59:32.898280 17900
2020-05-28 11:59:32.978547 18000
2020-05-28 11:59:33.057195 18100
2020-05-28 11:59:33.137754 18200
2020-05-28 11:59:33.218948 18300
2020-05-28 11:59:33.299490 18400
2020-05-28 11:59:33.379208 18500
2020-05-28 11:59:33.459329 18600
2020-05-28 11:59:33.540341 18700
2020-05-28 11:59:33.621431 18800
2020-05-28 11:59:33.701755 18900
2020-05-28 11:59:33.782253 19000
2020-05-28 11:59:33.862238 19100
2020-05-28 11:59:33.941896 19200
2020-05-28 11:59:34.022899 19300
2020-05-28 11:59:34.103256 19400
2020-05-28 11:59:34.183028 19500
2020-05-28 11:59:34.262925 19600
2020-05-28 11:59:34.343662 19700
2020-05-28 11:59:34.422394 19800
2020-05-28 11:59:34.501199 19900
2020-05-28 11:59:34.581578 20000
2020-05-28 11:59:34.661181 20100
2020-05-28 11:59:34.741806 20200
2020-05-28 11:59:34.821260 20300
2020-05-28 11:59:34.901850 20400
2020-05-28 11:59:34.981033 20500
2020-05-28 11:59:35.060102 20600
2020-05-28 11:59:35.140280 20700
2020-05-28 11:59:35.219899 20800
2020-05-28 11:59:35.299129 20900
2020-05-28 11:59:35.379145 21000
2020-05-28 11:59:35.459064 21100
2020-05-28 11:59:35.538502 21200
2020-05-28 11:59:35.618423 21300
2020-05-28 11:59:35.698151 21400
2020-05-28 11:59:35.778619 21500
2020-05-28 11:59:35.860092 21600
2020-05-28 11:59:35.939478 21700
2020-05-28 11:59:36.020480 21800
2020-05-28 11:59:36.099015 21900
2020-05-28 11:59:36.179236 22000
2020-05-28 11:59:36.258401 22100
2020-05-28 11:59:36.337273 22200
2020-05-28 11:59:36.417320 22300
2020-05-28 11:59:36.496745 22400
2020-05-28 11:59:36.576650 22500
2020-05-28 11:59:36.655743 22600
2020-05-28 11:59:36.735418 22700
2020-05-28 11:59:36.814239 22800
2020-05-28 11:59:36.895282 22900
2020-05-28 11:59:36.975474 23000
2020-05-28 11:59:37.054649 23100
2020-05-28 11:59:37.134968 23200
2020-05-28 11:59:37.213420 23300
2020-05-28 11:59:37.293210 23400
2020-05-28 11:59:37.372801 23500
2020-05-28 11:59:37.454010 23600
2020-05-28 11:59:37.534641 23700
2020-05-28 11:59:37.613848 23800
2020-05-28 11:59:37.694187 23900
2020-05-28 11:59:37.773830 24000
2020-05-28 11:59:37.853463 24100
2020-05-28 11:59:37.933442 24200
2020-05-28 11:59:38.014652 24300
2020-05-28 11:59:38.094177 24400
2020-05-28 11:59:38.174333 24500
2020-05-28 11:59:38.254790 24600
2020-05-28 11:59:38.334947 24700
2020-05-28 11:59:38.415175 24800
2020-05-28 11:59:38.495182 24900
2020-05-28 11:59:38.575662 25000
2020-05-28 11:59:38.656114 25100
2020-05-28 11:59:38.736039 25200
2020-05-28 11:59:38.817418 25300
2020-05-28 11:59:38.897434 25400
2020-05-28 11:59:38.976036 25500
2020-05-28 11:59:39.055646 25600
2020-05-28 11:59:39.135881 25700
2020-05-28 11:59:39.217367 25800
2020-05-28 11:59:39.296933 25900
2020-05-28 11:59:39.377340 26000
2020-05-28 11:59:39.457531 26100
2020-05-28 11:59:39.539869 26200
2020-05-28 11:59:39.619685 26300
2020-05-28 11:59:39.699707 26400
2020-05-28 11:59:39.780645 26500
2020-05-28 11:59:39.861145 26600
2020-05-28 11:59:39.939358 26700
2020-05-28 11:59:40.018349 26800
2020-05-28 11:59:40.097344 26900
2020-05-28 11:59:40.178488 27000
2020-05-28 11:59:40.257100 27100
2020-05-28 11:59:40.336886 27200
2020-05-28 11:59:40.417812 27300
2020-05-28 11:59:40.498815 27400
2020-05-28 11:59:40.579888 27500
2020-05-28 11:59:40.660111 27600
2020-05-28 11:59:40.741421 27700
2020-05-28 11:59:40.821369 27800
2020-05-28 11:59:40.900385 27900
2020-05-28 11:59:40.981026 28000
2020-05-28 11:59:41.061091 28100
2020-05-28 11:59:41.140845 28200
2020-05-28 11:59:41.219317 28300
2020-05-28 11:59:41.299128 28400
2020-05-28 11:59:41.378584 28500
2020-05-28 11:59:41.458129 28600
2020-05-28 11:59:41.536374 28700
2020-05-28 11:59:41.615984 28800
2020-05-28 11:59:41.696170 28900
2020-05-28 11:59:41.774978 29000
2020-05-28 11:59:41.855716 29100
2020-05-28 11:59:41.935761 29200
2020-05-28 11:59:42.016355 29300
2020-05-28 11:59:42.095654 29400
2020-05-28 11:59:42.176127 29500
2020-05-28 11:59:42.255713 29600
2020-05-28 11:59:42.335119 29700
2020-05-28 11:59:42.414819 29800
2020-05-28 11:59:42.495719 29900
2020-05-28 11:59:42.575317 30000
2020-05-28 11:59:42.653910 30100
2020-05-28 11:59:42.734017 30200
2020-05-28 11:59:42.815676 30300
2020-05-28 11:59:42.894854 30400
2020-05-28 11:59:42.974496 30500
2020-05-28 11:59:43.053802 30600
2020-05-28 11:59:43.133608 30700
2020-05-28 11:59:43.213544 30800
2020-05-28 11:59:43.291709 30900
2020-05-28 11:59:43.373785 31000
2020-05-28 11:59:43.454980 31100
2020-05-28 11:59:43.534991 31200
2020-05-28 11:59:43.614428 31300
2020-05-28 11:59:43.692504 31400
2020-05-28 11:59:43.771588 31500
2020-05-28 11:59:43.851339 31600
2020-05-28 11:59:43.930274 31700
2020-05-28 11:59:44.010140 31800
2020-05-28 11:59:44.089819 31900
2020-05-28 11:59:44.168926 32000
2020-05-28 11:59:44.248368 32100
2020-05-28 11:59:44.328754 32200
2020-05-28 11:59:44.407071 32300
2020-05-28 11:59:44.487711 32400
2020-05-28 11:59:44.567063 32500
2020-05-28 11:59:44.646872 32600
2020-05-28 11:59:44.726836 32700
2020-05-28 11:59:44.807134 32800
2020-05-28 11:59:44.885809 32900
2020-05-28 11:59:44.963841 33000
2020-05-28 11:59:45.044614 33100
2020-05-28 11:59:45.121569 33200
2020-05-28 11:59:45.200625 33300
2020-05-28 11:59:45.280302 33400
2020-05-28 11:59:45.360954 33500
2020-05-28 11:59:45.439509 33600
2020-05-28 11:59:45.518354 33700
2020-05-28 11:59:45.598434 33800
2020-05-28 11:59:45.676795 33900
2020-05-28 11:59:45.754799 34000
2020-05-28 11:59:45.834796 34100
2020-05-28 11:59:45.914387 34200
2020-05-28 11:59:45.994434 34300
2020-05-28 11:59:46.074270 34400
2020-05-28 11:59:46.154588 34500
2020-05-28 11:59:46.235046 34600
2020-05-28 11:59:46.314618 34700
2020-05-28 11:59:46.393681 34800
2020-05-28 11:59:46.474328 34900
2020-05-28 11:59:46.553924 35000
2020-05-28 11:59:46.634209 35100
2020-05-28 11:59:46.713412 35200
2020-05-28 11:59:46.793401 35300
2020-05-28 11:59:46.874587 35400
2020-05-28 11:59:46.954452 35500
2020-05-28 11:59:47.035198 35600
2020-05-28 11:59:47.116016 35700
2020-05-28 11:59:47.194618 35800
2020-05-28 11:59:47.273309 35900
2020-05-28 11:59:47.351807 36000
2020-05-28 11:59:47.432918 36100
2020-05-28 11:59:47.513673 36200
2020-05-28 11:59:47.593310 36300
2020-05-28 11:59:47.673388 36400
2020-05-28 11:59:47.753790 36500
2020-05-28 11:59:47.832748 36600
2020-05-28 11:59:47.912667 36700
2020-05-28 11:59:47.993378 36800
2020-05-28 11:59:48.075083 36900
2020-05-28 11:59:48.153440 37000
2020-05-28 11:59:48.231340 37100
2020-05-28 11:59:48.311937 37200
2020-05-28 11:59:48.392785 37300
2020-05-28 11:59:48.472775 37400
2020-05-28 11:59:48.552764 37500
2020-05-28 11:59:48.620146 37600
2020-05-28 11:59:48.638225 37700
2020-05-28 11:59:48.656372 37800
2020-05-28 11:59:48.674312 37900
2020-05-28 11:59:48.692510 38000
2020-05-28 11:59:48.710519 38100
2020-05-28 11:59:48.728557 38200
2020-05-28 11:59:48.746660 38300
2020-05-28 11:59:48.766136 38400
2020-05-28 11:59:48.807449 38500
2020-05-28 11:59:48.869848 38600
2020-05-28 11:59:48.948733 38700
2020-05-28 11:59:49.029109 38800
2020-05-28 11:59:49.109722 38900
2020-05-28 11:59:49.189758 39000
2020-05-28 11:59:49.269601 39100
2020-05-28 11:59:49.350159 39200
2020-05-28 11:59:49.430600 39300
2020-05-28 11:59:49.510767 39400
2020-05-28 11:59:49.590345 39500
2020-05-28 11:59:49.670882 39600
2020-05-28 11:59:49.749226 39700
2020-05-28 11:59:49.827977 39800
2020-05-28 11:59:49.907354 39900
2020-05-28 11:59:49.988209 40000
2020-05-28 11:59:50.068223 40100
2020-05-28 11:59:50.147577 40200
2020-05-28 11:59:50.227330 40300
2020-05-28 11:59:50.308577 40400
2020-05-28 11:59:50.388496 40500
2020-05-28 11:59:50.468302 40600
2020-05-28 11:59:50.547880 40700
2020-05-28 11:59:50.626150 40800
2020-05-28 11:59:50.705144 40900
2020-05-28 11:59:50.783592 41000
2020-05-28 11:59:50.863452 41100
2020-05-28 11:59:50.942080 41200
2020-05-28 11:59:51.020604 41300
2020-05-28 11:59:51.099780 41400
2020-05-28 11:59:51.178391 41500
2020-05-28 11:59:51.256663 41600
2020-05-28 11:59:51.335819 41700
2020-05-28 11:59:51.414063 41800
2020-05-28 11:59:51.493754 41900
2020-05-28 11:59:51.572415 42000
2020-05-28 11:59:51.653828 42100
2020-05-28 11:59:51.732317 42200
2020-05-28 11:59:51.811614 42300
2020-05-28 11:59:51.891978 42400
2020-05-28 11:59:51.971698 42500
2020-05-28 11:59:52.050510 42600
2020-05-28 11:59:52.130181 42700
2020-05-28 11:59:52.210289 42800
2020-05-28 11:59:52.290615 42900
2020-05-28 11:59:52.370680 43000
2020-05-28 11:59:52.450919 43100
2020-05-28 11:59:52.529986 43200
2020-05-28 11:59:52.609409 43300
2020-05-28 11:59:52.689155 43400
2020-05-28 11:59:52.770217 43500
2020-05-28 11:59:52.849998 43600
2020-05-28 11:59:52.930985 43700
2020-05-28 11:59:53.009781 43800
2020-05-28 11:59:53.088595 43900
2020-05-28 11:59:53.166682 44000
2020-05-28 11:59:53.247543 44100
2020-05-28 11:59:53.328976 44200
2020-05-28 11:59:53.408476 44300
2020-05-28 11:59:53.487710 44400
2020-05-28 11:59:53.568222 44500
2020-05-28 11:59:53.648545 44600
2020-05-28 11:59:53.727823 44700
2020-05-28 11:59:53.807242 44800
2020-05-28 11:59:53.885672 44900
2020-05-28 11:59:53.965159 45000
2020-05-28 11:59:54.045649 45100
2020-05-28 11:59:54.123779 45200
2020-05-28 11:59:54.202570 45300
2020-05-28 11:59:54.282314 45400
2020-05-28 11:59:54.362928 45500
2020-05-28 11:59:54.442047 45600
2020-05-28 11:59:54.521840 45700
2020-05-28 11:59:54.601277 45800
2020-05-28 11:59:54.680958 45900
2020-05-28 11:59:54.760639 46000
2020-05-28 11:59:54.841030 46100
2020-05-28 11:59:54.920193 46200
2020-05-28 11:59:54.998987 46300
2020-05-28 11:59:55.077375 46400
2020-05-28 11:59:55.158515 46500
2020-05-28 11:59:55.237433 46600
2020-05-28 11:59:55.316443 46700
2020-05-28 11:59:55.395577 46800
2020-05-28 11:59:55.475326 46900
2020-05-28 11:59:55.554851 47000
2020-05-28 11:59:55.634953 47100
2020-05-28 11:59:55.715255 47200
2020-05-28 11:59:55.796495 47300
2020-05-28 11:59:55.876061 47400
2020-05-28 11:59:55.957125 47500
2020-05-28 11:59:56.037348 47600
2020-05-28 11:59:56.117145 47700
2020-05-28 11:59:56.196642 47800
2020-05-28 11:59:56.276343 47900
2020-05-28 11:59:56.354425 48000
2020-05-28 11:59:56.433236 48100
2020-05-28 11:59:56.513316 48200
2020-05-28 11:59:56.592207 48300
2020-05-28 11:59:56.671835 48400
2020-05-28 11:59:56.750732 48500
2020-05-28 11:59:56.831031 48600
2020-05-28 11:59:56.911151 48700
2020-05-28 11:59:56.990317 48800
2020-05-28 11:59:57.070467 48900
2020-05-28 11:59:57.151519 49000
2020-05-28 11:59:57.230535 49100
2020-05-28 11:59:57.308945 49200
2020-05-28 11:59:57.388502 49300
2020-05-28 11:59:57.467332 49400
2020-05-28 11:59:57.546730 49500
2020-05-28 11:59:57.625111 49600
2020-05-28 11:59:57.705025 49700
2020-05-28 11:59:57.785062 49800
2020-05-28 11:59:57.864731 49900
2020-05-28 11:59:57.944870 50000
2020-05-28 11:59:58.024886 50100
2020-05-28 11:59:58.104442 50200
2020-05-28 11:59:58.183669 50300
2020-05-28 11:59:58.263930 50400
2020-05-28 11:59:58.343654 50500
2020-05-28 11:59:58.423230 50600
2020-05-28 11:59:58.503080 50700
2020-05-28 11:59:58.581507 50800
2020-05-28 11:59:58.660479 50900
2020-05-28 11:59:58.741777 51000
2020-05-28 11:59:58.820852 51100
2020-05-28 11:59:58.900465 51200
2020-05-28 11:59:58.979726 51300
2020-05-28 11:59:59.059601 51400
2020-05-28 11:59:59.139971 51500
2020-05-28 11:59:59.221615 51600
2020-05-28 11:59:59.302215 51700
2020-05-28 11:59:59.382434 51800
2020-05-28 11:59:59.462720 51900
2020-05-28 11:59:59.542383 52000
2020-05-28 11:59:59.620832 52100
2020-05-28 11:59:59.700724 52200
2020-05-28 11:59:59.780206 52300
2020-05-28 11:59:59.860434 52400
2020-05-28 11:59:59.940001 52500
2020-05-28 12:00:00.021059 52600
2020-05-28 12:00:00.100722 52700
2020-05-28 12:00:00.180774 52800
2020-05-28 12:00:00.261076 52900
2020-05-28 12:00:00.340644 53000
2020-05-28 12:00:00.418584 53100
2020-05-28 12:00:00.498684 53200
2020-05-28 12:00:00.578265 53300
2020-05-28 12:00:00.659497 53400
2020-05-28 12:00:00.738346 53500
2020-05-28 12:00:00.818123 53600
2020-05-28 12:00:00.898080 53700
2020-05-28 12:00:00.978856 53800
2020-05-28 12:00:01.058769 53900
2020-05-28 12:00:01.139077 54000
2020-05-28 12:00:01.217212 54100
2020-05-28 12:00:01.296147 54200
2020-05-28 12:00:01.375379 54300
2020-05-28 12:00:01.454471 54400
2020-05-28 12:00:01.534979 54500
2020-05-28 12:00:01.614798 54600
2020-05-28 12:00:01.695741 54700
2020-05-28 12:00:01.774961 54800
2020-05-28 12:00:01.853653 54900
2020-05-28 12:00:01.934030 55000
2020-05-28 12:00:02.014022 55100
2020-05-28 12:00:02.094127 55200
2020-05-28 12:00:02.174051 55300
2020-05-28 12:00:02.253757 55400
2020-05-28 12:00:02.333252 55500
2020-05-28 12:00:02.412060 55600
2020-05-28 12:00:02.491881 55700
2020-05-28 12:00:02.571882 55800
2020-05-28 12:00:02.652509 55900
2020-05-28 12:00:02.732368 56000
2020-05-28 12:00:02.812794 56100
2020-05-28 12:00:02.892493 56200
2020-05-28 12:00:02.971874 56300
2020-05-28 12:00:03.052508 56400
2020-05-28 12:00:03.133505 56500
2020-05-28 12:00:03.213652 56600
2020-05-28 12:00:03.293838 56700
2020-05-28 12:00:03.373016 56800
2020-05-28 12:00:03.452555 56900
2020-05-28 12:00:03.532416 57000
2020-05-28 12:00:03.612952 57100
2020-05-28 12:00:03.691973 57200
2020-05-28 12:00:03.771730 57300
2020-05-28 12:00:03.852786 57400
2020-05-28 12:00:03.933029 57500
2020-05-28 12:00:04.013111 57600
2020-05-28 12:00:04.093052 57700
2020-05-28 12:00:04.172442 57800
2020-05-28 12:00:04.251359 57900
2020-05-28 12:00:04.331691 58000
2020-05-28 12:00:04.412110 58100
2020-05-28 12:00:04.491893 58200
2020-05-28 12:00:04.573330 58300
2020-05-28 12:00:04.652635 58400
2020-05-28 12:00:04.733121 58500
2020-05-28 12:00:04.812604 58600
2020-05-28 12:00:04.891937 58700
2020-05-28 12:00:04.971016 58800
2020-05-28 12:00:05.051647 58900
2020-05-28 12:00:05.131502 59000
2020-05-28 12:00:05.209631 59100
2020-05-28 12:00:05.288803 59200
2020-05-28 12:00:05.368408 59300
2020-05-28 12:00:05.448678 59400
2020-05-28 12:00:05.528533 59500
2020-05-28 12:00:05.608244 59600
2020-05-28 12:00:05.689033 59700
2020-05-28 12:00:05.768014 59800
2020-05-28 12:00:05.848881 59900
2020-05-28 12:00:05.927831 60000
2020-05-28 12:00:06.007697 60100
2020-05-28 12:00:06.087178 60200
2020-05-28 12:00:06.167837 60300
2020-05-28 12:00:06.246773 60400
2020-05-28 12:00:06.326990 60500
2020-05-28 12:00:06.408682 60600
2020-05-28 12:00:06.487993 60700
2020-05-28 12:00:06.567238 60800
2020-05-28 12:00:06.646831 60900
2020-05-28 12:00:06.725942 61000
2020-05-28 12:00:06.806050 61100
2020-05-28 12:00:06.886287 61200
2020-05-28 12:00:06.966938 61300
2020-05-28 12:00:07.047549 61400
2020-05-28 12:00:07.127594 61500
2020-05-28 12:00:07.206777 61600
2020-05-28 12:00:07.287485 61700
2020-05-28 12:00:07.367133 61800
2020-05-28 12:00:07.446919 61900
2020-05-28 12:00:07.527296 62000
2020-05-28 12:00:07.607207 62100
2020-05-28 12:00:07.686815 62200
2020-05-28 12:00:07.766966 62300
2020-05-28 12:00:07.846216 62400
2020-05-28 12:00:07.926524 62500
2020-05-28 12:00:08.007594 62600
2020-05-28 12:00:08.086857 62700
2020-05-28 12:00:08.165543 62800
2020-05-28 12:00:08.244871 62900
2020-05-28 12:00:08.324788 63000
2020-05-28 12:00:08.403598 63100
2020-05-28 12:00:08.482994 63200
2020-05-28 12:00:08.562289 63300
2020-05-28 12:00:08.640700 63400
2020-05-28 12:00:08.720228 63500
2020-05-28 12:00:08.799528 63600
2020-05-28 12:00:08.877732 63700
2020-05-28 12:00:08.956774 63800
2020-05-28 12:00:09.036307 63900
2020-05-28 12:00:09.116567 64000
2020-05-28 12:00:09.194725 64100
2020-05-28 12:00:09.275211 64200
2020-05-28 12:00:09.356872 64300
2020-05-28 12:00:09.436769 64400
2020-05-28 12:00:09.517691 64500
2020-05-28 12:00:09.596649 64600
2020-05-28 12:00:09.676864 64700
2020-05-28 12:00:09.755695 64800
2020-05-28 12:00:09.836002 64900
2020-05-28 12:00:09.914177 65000
2020-05-28 12:00:09.993815 65100
2020-05-28 12:00:10.073996 65200
2020-05-28 12:00:10.154030 65300
2020-05-28 12:00:10.233809 65400
2020-05-28 12:00:10.313330 65500
2020-05-28 12:00:10.392422 65600
2020-05-28 12:00:10.472852 65700
2020-05-28 12:00:10.552318 65800
2020-05-28 12:00:10.632045 65900
2020-05-28 12:00:10.711843 66000
2020-05-28 12:00:10.791416 66100
2020-05-28 12:00:10.870451 66200
2020-05-28 12:00:10.951521 66300
2020-05-28 12:00:11.031594 66400
2020-05-28 12:00:11.112045 66500
2020-05-28 12:00:11.191578 66600
2020-05-28 12:00:11.269992 66700
2020-05-28 12:00:11.350306 66800
2020-05-28 12:00:11.430636 66900
2020-05-28 12:00:11.509760 67000
2020-05-28 12:00:11.589334 67100
2020-05-28 12:00:11.667977 67200
2020-05-28 12:00:11.747737 67300
2020-05-28 12:00:11.827938 67400
2020-05-28 12:00:11.907884 67500
2020-05-28 12:00:11.986956 67600
2020-05-28 12:00:12.065999 67700
2020-05-28 12:00:12.144891 67800
2020-05-28 12:00:12.224661 67900
2020-05-28 12:00:12.303567 68000
2020-05-28 12:00:12.382745 68100
2020-05-28 12:00:12.461897 68200
2020-05-28 12:00:12.540692 68300
2020-05-28 12:00:12.621318 68400
2020-05-28 12:00:12.700520 68500
2020-05-28 12:00:12.780753 68600
2020-05-28 12:00:12.859271 68700
2020-05-28 12:00:12.939399 68800
2020-05-28 12:00:13.018608 68900
2020-05-28 12:00:13.098707 69000
2020-05-28 12:00:13.177524 69100
2020-05-28 12:00:13.256589 69200
2020-05-28 12:00:13.337207 69300
2020-05-28 12:00:13.417493 69400
2020-05-28 12:00:13.497145 69500
2020-05-28 12:00:13.576091 69600
2020-05-28 12:00:13.655816 69700
2020-05-28 12:00:13.735323 69800
2020-05-28 12:00:13.815474 69900
2020-05-28 12:00:13.894310 70000
2020-05-28 12:00:13.975413 70100
2020-05-28 12:00:14.055758 70200
2020-05-28 12:00:14.135226 70300
2020-05-28 12:00:14.213221 70400
2020-05-28 12:00:14.293376 70500
2020-05-28 12:00:14.372487 70600
2020-05-28 12:00:14.452713 70700
2020-05-28 12:00:14.530706 70800
2020-05-28 12:00:14.609812 70900
2020-05-28 12:00:14.689934 71000
2020-05-28 12:00:14.769540 71100
2020-05-28 12:00:14.848830 71200
2020-05-28 12:00:14.928133 71300
2020-05-28 12:00:15.007271 71400
2020-05-28 12:00:15.088893 71500
2020-05-28 12:00:15.168622 71600
2020-05-28 12:00:15.248468 71700
2020-05-28 12:00:15.328512 71800
2020-05-28 12:00:15.408436 71900
2020-05-28 12:00:15.488256 72000
2020-05-28 12:00:15.567879 72100
2020-05-28 12:00:15.646833 72200
2020-05-28 12:00:15.726140 72300
2020-05-28 12:00:15.806089 72400
2020-05-28 12:00:15.885339 72500
2020-05-28 12:00:15.965472 72600
2020-05-28 12:00:16.045517 72700
2020-05-28 12:00:16.124591 72800
2020-05-28 12:00:16.202709 72900
2020-05-28 12:00:16.283345 73000
2020-05-28 12:00:16.363739 73100
2020-05-28 12:00:16.444378 73200
2020-05-28 12:00:16.522806 73300
2020-05-28 12:00:16.602019 73400
2020-05-28 12:00:16.682553 73500
2020-05-28 12:00:16.762002 73600
