Waiting for packets
2020-05-28 11:44:49.951248 11200
2020-05-28 11:44:50.010013 11300
2020-05-28 11:44:50.069714 11400
2020-05-28 11:44:50.128784 11500
2020-05-28 11:44:50.188978 11600
2020-05-28 11:44:50.248547 11700
2020-05-28 11:44:50.308735 11800
2020-05-28 11:44:50.368835 11900
2020-05-28 11:44:50.429265 12000
2020-05-28 11:44:50.489518 12100
2020-05-28 11:44:50.547907 12200
2020-05-28 11:44:50.607829 12300
2020-05-28 11:44:50.666988 12400
2020-05-28 11:44:50.726890 12500
2020-05-28 11:44:50.785640 12600
2020-05-28 11:44:50.845746 12700
2020-05-28 11:44:50.904905 12800
2020-05-28 11:44:50.964362 12900
2020-05-28 11:44:51.023560 13000
2020-05-28 11:44:51.082835 13100
2020-05-28 11:44:51.141870 13200
2020-05-28 11:44:51.200723 13300
2020-05-28 11:44:51.259421 13400
2020-05-28 11:44:51.318248 13500
2020-05-28 11:44:51.376879 13600
2020-05-28 11:44:51.435693 13700
2020-05-28 11:44:51.495503 13800
2020-05-28 11:44:51.555393 13900
2020-05-28 11:44:51.615266 14000
2020-05-28 11:44:51.674093 14100
2020-05-28 11:44:51.733612 14200
2020-05-28 11:44:51.792210 14300
2020-05-28 11:44:51.851420 14400
2020-05-28 11:44:51.910433 14500
2020-05-28 11:44:51.970538 14600
2020-05-28 11:44:52.030399 14700
2020-05-28 11:44:52.090042 14800
2020-05-28 11:44:52.149777 14900
2020-05-28 11:44:52.208759 15000
2020-05-28 11:44:52.266810 15100
2020-05-28 11:44:52.325455 15200
2020-05-28 11:44:52.384529 15300
2020-05-28 11:44:52.443591 15400
2020-05-28 11:44:52.502732 15500
2020-05-28 11:44:52.561632 15600
2020-05-28 11:44:52.621677 15700
2020-05-28 11:44:52.680327 15800
2020-05-28 11:44:52.738886 15900
2020-05-28 11:44:52.797067 16000
2020-05-28 11:44:52.856372 16100
2020-05-28 11:44:52.915735 16200
2020-05-28 11:44:52.974327 16300
2020-05-28 11:44:53.033671 16400
2020-05-28 11:44:53.093355 16500
2020-05-28 11:44:53.153868 16600
2020-05-28 11:44:53.212261 16700
2020-05-28 11:44:53.270505 16800
2020-05-28 11:44:53.330427 16900
2020-05-28 11:44:53.389628 17000
2020-05-28 11:44:53.449013 17100
2020-05-28 11:44:53.508330 17200
2020-05-28 11:44:53.567468 17300
2020-05-28 11:44:53.626217 17400
2020-05-28 11:44:53.687005 17500
2020-05-28 11:44:53.746304 17600
2020-05-28 11:44:53.805798 17700
2020-05-28 11:44:53.865895 17800
2020-05-28 11:44:53.925037 17900
2020-05-28 11:44:53.984365 18000
2020-05-28 11:44:54.044205 18100
2020-05-28 11:44:54.102801 18200
2020-05-28 11:44:54.160953 18300
2020-05-28 11:44:54.219616 18400
2020-05-28 11:44:54.278689 18500
2020-05-28 11:44:54.337350 18600
2020-05-28 11:44:54.395649 18700
2020-05-28 11:44:54.453756 18800
2020-05-28 11:44:54.512540 18900
2020-05-28 11:44:54.571203 19000
2020-05-28 11:44:54.630259 19100
2020-05-28 11:44:54.689399 19200
2020-05-28 11:44:54.747301 19300
2020-05-28 11:44:54.805838 19400
2020-05-28 11:44:54.864623 19500
2020-05-28 11:44:54.923600 19600
2020-05-28 11:44:54.981815 19700
2020-05-28 11:44:55.040890 19800
2020-05-28 11:44:55.100302 19900
2020-05-28 11:44:55.158601 20000
2020-05-28 11:44:55.217362 20100
2020-05-28 11:44:55.275621 20200
2020-05-28 11:44:55.334153 20300
2020-05-28 11:44:55.392140 20400
2020-05-28 11:44:55.451181 20500
2020-05-28 11:44:55.509955 20600
2020-05-28 11:44:55.568455 20700
2020-05-28 11:44:55.626605 20800
2020-05-28 11:44:55.685420 20900
2020-05-28 11:44:55.743503 21000
2020-05-28 11:44:55.801635 21100
2020-05-28 11:44:55.860298 21200
2020-05-28 11:44:55.918190 21300
2020-05-28 11:44:55.976266 21400
2020-05-28 11:44:56.033820 21500
2020-05-28 11:44:56.090721 21600
2020-05-28 11:44:56.149060 21700
2020-05-28 11:44:56.206078 21800
2020-05-28 11:44:56.264602 21900
2020-05-28 11:44:56.322016 22000
2020-05-28 11:44:56.380034 22100
2020-05-28 11:44:56.438360 22200
2020-05-28 11:44:56.495563 22300
2020-05-28 11:44:56.553591 22400
2020-05-28 11:44:56.610763 22500
2020-05-28 11:44:56.668655 22600
2020-05-28 11:44:56.725913 22700
2020-05-28 11:44:56.783784 22800
2020-05-28 11:44:56.839828 22900
2020-05-28 11:44:56.896572 23000
2020-05-28 11:44:56.954135 23100
2020-05-28 11:44:57.010748 23200
2020-05-28 11:44:57.068513 23300
2020-05-28 11:44:57.125432 23400
2020-05-28 11:44:57.182201 23500
2020-05-28 11:44:57.238101 23600
2020-05-28 11:44:57.294072 23700
2020-05-28 11:44:57.351076 23800
2020-05-28 11:44:57.407244 23900
2020-05-28 11:44:57.463807 24000
2020-05-28 11:44:57.520349 24100
2020-05-28 11:44:57.577332 24200
2020-05-28 11:44:57.632589 24300
2020-05-28 11:44:57.688723 24400
2020-05-28 11:44:57.744714 24500
2020-05-28 11:44:57.800492 24600
2020-05-28 11:44:57.855945 24700
2020-05-28 11:44:57.911662 24800
2020-05-28 11:44:57.967259 24900
2020-05-28 11:44:58.022433 25000
2020-05-28 11:44:58.077585 25100
2020-05-28 11:44:58.133161 25200
2020-05-28 11:44:58.187620 25300
2020-05-28 11:44:58.242979 25400
2020-05-28 11:44:58.299304 25500
2020-05-28 11:44:58.354461 25600
2020-05-28 11:44:58.409037 25700
2020-05-28 11:44:58.463226 25800
2020-05-28 11:44:58.518328 25900
2020-05-28 11:44:58.572731 26000
2020-05-28 11:44:58.627252 26100
2020-05-28 11:44:58.680185 26200
2020-05-28 11:44:58.734664 26300
2020-05-28 11:44:58.788930 26400
2020-05-28 11:44:58.842724 26500
2020-05-28 11:44:58.896774 26600
2020-05-28 11:44:58.952069 26700
2020-05-28 11:44:59.006925 26800
2020-05-28 11:44:59.061677 26900
2020-05-28 11:44:59.115308 27000
2020-05-28 11:44:59.169753 27100
2020-05-28 11:44:59.223625 27200
2020-05-28 11:44:59.276527 27300
2020-05-28 11:44:59.329653 27400
2020-05-28 11:44:59.382613 27500
2020-05-28 11:44:59.435581 27600
2020-05-28 11:44:59.488639 27700
2020-05-28 11:44:59.541726 27800
2020-05-28 11:44:59.595506 27900
2020-05-28 11:44:59.648237 28000
2020-05-28 11:44:59.701505 28100
2020-05-28 11:44:59.754455 28200
2020-05-28 11:44:59.808296 28300
2020-05-28 11:44:59.861615 28400
2020-05-28 11:44:59.914471 28500
2020-05-28 11:44:59.967616 28600
2020-05-28 11:45:00.020996 28700
2020-05-28 11:45:00.073473 28800
2020-05-28 11:45:00.125949 28900
2020-05-28 11:45:00.178649 29000
2020-05-28 11:45:00.230491 29100
2020-05-28 11:45:00.282574 29200
2020-05-28 11:45:00.334423 29300
2020-05-28 11:45:00.386973 29400
2020-05-28 11:45:00.438266 29500
2020-05-28 11:45:00.490240 29600
2020-05-28 11:45:00.542361 29700
2020-05-28 11:45:00.593878 29800
2020-05-28 11:45:00.644948 29900
2020-05-28 11:45:00.696678 30000
2020-05-28 11:45:00.749196 30100
2020-05-28 11:45:00.800377 30200
2020-05-28 11:45:00.850474 30300
2020-05-28 11:45:00.902174 30400
2020-05-28 11:45:00.953493 30500
2020-05-28 11:45:01.004945 30600
2020-05-28 11:45:01.055928 30700
2020-05-28 11:45:01.106606 30800
2020-05-28 11:45:01.158382 30900
2020-05-28 11:45:01.208111 31000
2020-05-28 11:45:01.257704 31100
2020-05-28 11:45:01.308286 31200
2020-05-28 11:45:01.359012 31300
2020-05-28 11:45:01.410741 31400
2020-05-28 11:45:01.461573 31500
2020-05-28 11:45:01.511834 31600
2020-05-28 11:45:01.562533 31700
2020-05-28 11:45:01.612469 31800
2020-05-28 11:45:01.662292 31900
2020-05-28 11:45:01.712912 32000
2020-05-28 11:45:01.763025 32100
2020-05-28 11:45:01.812194 32200
2020-05-28 11:45:01.862931 32300
2020-05-28 11:45:01.912015 32400
2020-05-28 11:45:01.961985 32500
2020-05-28 11:45:02.011347 32600
2020-05-28 11:45:02.060662 32700
2020-05-28 11:45:02.110443 32800
2020-05-28 11:45:02.159291 32900
2020-05-28 11:45:02.209607 33000
2020-05-28 11:45:02.258130 33100
2020-05-28 11:45:02.309050 33200
2020-05-28 11:45:02.358542 33300
2020-05-28 11:45:02.407313 33400
2020-05-28 11:45:02.455526 33500
2020-05-28 11:45:02.504990 33600
2020-05-28 11:45:02.554192 33700
2020-05-28 11:45:02.602452 33800
2020-05-28 11:45:02.651711 33900
2020-05-28 11:45:02.701363 34000
2020-05-28 11:45:02.749759 34100
2020-05-28 11:45:02.797860 34200
2020-05-28 11:45:02.845818 34300
2020-05-28 11:45:02.893893 34400
2020-05-28 11:45:02.941636 34500
2020-05-28 11:45:02.989176 34600
2020-05-28 11:45:03.037117 34700
2020-05-28 11:45:03.085626 34800
2020-05-28 11:45:03.132513 34900
2020-05-28 11:45:03.180295 35000
2020-05-28 11:45:03.227701 35100
2020-05-28 11:45:03.276395 35200
2020-05-28 11:45:03.323903 35300
2020-05-28 11:45:03.370631 35400
2020-05-28 11:45:03.417733 35500
2020-05-28 11:45:03.464420 35600
2020-05-28 11:45:03.511177 35700
2020-05-28 11:45:03.558875 35800
2020-05-28 11:45:03.606472 35900
2020-05-28 11:45:03.654212 36000
2020-05-28 11:45:03.700435 36100
2020-05-28 11:45:03.746406 36200
2020-05-28 11:45:03.793314 36300
2020-05-28 11:45:03.839799 36400
2020-05-28 11:45:03.886419 36500
2020-05-28 11:45:03.932982 36600
2020-05-28 11:45:03.979539 36700
2020-05-28 11:45:04.025641 36800
2020-05-28 11:45:04.070987 36900
2020-05-28 11:45:04.118008 37000
2020-05-28 11:45:04.165059 37100
2020-05-28 11:45:04.210957 37200
2020-05-28 11:45:04.256656 37300
2020-05-28 11:45:04.302773 37400
2020-05-28 11:45:04.348359 37500
2020-05-28 11:45:04.395303 37600
2020-05-28 11:45:04.442132 37700
2020-05-28 11:45:04.486791 37800
2020-05-28 11:45:04.533166 37900
2020-05-28 11:45:04.578279 38000
2020-05-28 11:45:04.624139 38100
2020-05-28 11:45:04.670015 38200
2020-05-28 11:45:04.714638 38300
2020-05-28 11:45:04.759480 38400
2020-05-28 11:45:04.805217 38500
2020-05-28 11:45:04.849896 38600
2020-05-28 11:45:04.895309 38700
2020-05-28 11:45:04.940058 38800
2020-05-28 11:45:04.984933 38900
2020-05-28 11:45:05.029728 39000
2020-05-28 11:45:05.074690 39100
2020-05-28 11:45:05.120516 39200
2020-05-28 11:45:05.165703 39300
2020-05-28 11:45:05.210513 39400
2020-05-28 11:45:05.255453 39500
2020-05-28 11:45:05.300303 39600
2020-05-28 11:45:05.344738 39700
2020-05-28 11:45:05.389062 39800
2020-05-28 11:45:05.432563 39900
2020-05-28 11:45:05.477452 40000
2020-05-28 11:45:05.521944 40100
2020-05-28 11:45:05.566950 40200
2020-05-28 11:45:05.611723 40300
2020-05-28 11:45:05.656183 40400
2020-05-28 11:45:05.701355 40500
2020-05-28 11:45:05.745865 40600
2020-05-28 11:45:05.790328 40700
2020-05-28 11:45:05.835262 40800
2020-05-28 11:45:05.879460 40900
2020-05-28 11:45:05.924127 41000
2020-05-28 11:45:05.968325 41100
2020-05-28 11:45:06.013049 41200
2020-05-28 11:45:06.057574 41300
2020-05-28 11:45:06.101495 41400
2020-05-28 11:45:06.145115 41500
2020-05-28 11:45:06.188808 41600
2020-05-28 11:45:06.232388 41700
2020-05-28 11:45:06.275810 41800
2020-05-28 11:45:06.319067 41900
2020-05-28 11:45:06.363361 42000
2020-05-28 11:45:06.407007 42100
2020-05-28 11:45:06.450381 42200
2020-05-28 11:45:06.493370 42300
2020-05-28 11:45:06.536025 42400
2020-05-28 11:45:06.579291 42500
2020-05-28 11:45:06.622340 42600
2020-05-28 11:45:06.666566 42700
2020-05-28 11:45:06.708607 42800
2020-05-28 11:45:06.752250 42900
2020-05-28 11:45:06.794298 43000
2020-05-28 11:45:06.836965 43100
2020-05-28 11:45:06.880111 43200
2020-05-28 11:45:06.923391 43300
2020-05-28 11:45:06.966790 43400
2020-05-28 11:45:07.010549 43500
2020-05-28 11:45:07.052756 43600
2020-05-28 11:45:07.095626 43700
2020-05-28 11:45:07.138534 43800
2020-05-28 11:45:07.181521 43900
2020-05-28 11:45:07.224254 44000
2020-05-28 11:45:07.267440 44100
2020-05-28 11:45:07.311099 44200
2020-05-28 11:45:07.354979 44300
2020-05-28 11:45:07.399037 44400
2020-05-28 11:45:07.442301 44500
2020-05-28 11:45:07.486250 44600
2020-05-28 11:45:07.530571 44700
2020-05-28 11:45:07.574539 44800
2020-05-28 11:45:07.618172 44900
2020-05-28 11:45:07.661641 45000
2020-05-28 11:45:07.705712 45100
2020-05-28 11:45:07.749550 45200
2020-05-28 11:45:07.794044 45300
2020-05-28 11:45:07.838181 45400
2020-05-28 11:45:07.882178 45500
2020-05-28 11:45:07.926384 45600
2020-05-28 11:45:07.970373 45700
2020-05-28 11:45:08.014803 45800
2020-05-28 11:45:08.059138 45900
2020-05-28 11:45:08.103960 46000
2020-05-28 11:45:08.148281 46100
2020-05-28 11:45:08.193006 46200
2020-05-28 11:45:08.237427 46300
2020-05-28 11:45:08.282235 46400
2020-05-28 11:45:08.326569 46500
2020-05-28 11:45:08.371299 46600
2020-05-28 11:45:08.415226 46700
2020-05-28 11:45:08.460200 46800
2020-05-28 11:45:08.504740 46900
2020-05-28 11:45:08.548946 47000
2020-05-28 11:45:08.593400 47100
2020-05-28 11:45:08.638821 47200
2020-05-28 11:45:08.684366 47300
2020-05-28 11:45:08.729291 47400
2020-05-28 11:45:08.775559 47500
2020-05-28 11:45:08.820856 47600
2020-05-28 11:45:08.866156 47700
2020-05-28 11:45:08.911467 47800
2020-05-28 11:45:08.956871 47900
2020-05-28 11:45:09.002975 48000
2020-05-28 11:45:09.048219 48100
2020-05-28 11:45:09.093989 48200
2020-05-28 11:45:09.138683 48300
2020-05-28 11:45:09.184466 48400
2020-05-28 11:45:09.230362 48500
2020-05-28 11:45:09.276023 48600
2020-05-28 11:45:09.322534 48700
2020-05-28 11:45:09.368441 48800
2020-05-28 11:45:09.414111 48900
2020-05-28 11:45:09.460509 49000
2020-05-28 11:45:09.506878 49100
2020-05-28 11:45:09.553510 49200
2020-05-28 11:45:09.597717 49300
2020-05-28 11:45:09.642894 49400
2020-05-28 11:45:09.688924 49500
2020-05-28 11:45:09.735201 49600
2020-05-28 11:45:09.781219 49700
2020-05-28 11:45:09.827547 49800
2020-05-28 11:45:09.872904 49900
2020-05-28 11:45:09.921232 50000
2020-05-28 11:45:09.967254 50100
2020-05-28 11:45:10.014502 50200
2020-05-28 11:45:10.060894 50300
2020-05-28 11:45:10.107634 50400
2020-05-28 11:45:10.154641 50500
2020-05-28 11:45:10.201543 50600
2020-05-28 11:45:10.248273 50700
2020-05-28 11:45:10.293571 50800
2020-05-28 11:45:10.339941 50900
2020-05-28 11:45:10.385483 51000
2020-05-28 11:45:10.433121 51100
2020-05-28 11:45:10.480088 51200
2020-05-28 11:45:10.527082 51300
2020-05-28 11:45:10.574696 51400
2020-05-28 11:45:10.621181 51500
2020-05-28 11:45:10.669029 51600
2020-05-28 11:45:10.716625 51700
2020-05-28 11:45:10.763983 51800
2020-05-28 11:45:10.811143 51900
2020-05-28 11:45:10.857268 52000
2020-05-28 11:45:10.905824 52100
2020-05-28 11:45:10.953780 52200
2020-05-28 11:45:11.001997 52300
2020-05-28 11:45:11.049973 52400
2020-05-28 11:45:11.098152 52500
2020-05-28 11:45:11.144906 52600
2020-05-28 11:45:11.192403 52700
2020-05-28 11:45:11.239278 52800
2020-05-28 11:45:11.286747 52900
2020-05-28 11:45:11.335424 53000
2020-05-28 11:45:11.382544 53100
2020-05-28 11:45:11.430637 53200
2020-05-28 11:45:11.478470 53300
2020-05-28 11:45:11.525748 53400
2020-05-28 11:45:11.573437 53500
2020-05-28 11:45:11.622607 53600
2020-05-28 11:45:11.672989 53700
2020-05-28 11:45:11.720257 53800
2020-05-28 11:45:11.768432 53900
2020-05-28 11:45:11.815559 54000
2020-05-28 11:45:11.864600 54100
2020-05-28 11:45:11.912584 54200
2020-05-28 11:45:11.960922 54300
2020-05-28 11:45:12.007766 54400
2020-05-28 11:45:12.055364 54500
2020-05-28 11:45:12.103856 54600
2020-05-28 11:45:12.151792 54700
2020-05-28 11:45:12.199741 54800
2020-05-28 11:45:12.248105 54900
2020-05-28 11:45:12.296033 55000
2020-05-28 11:45:12.344721 55100
2020-05-28 11:45:12.391977 55200
2020-05-28 11:45:12.440405 55300
2020-05-28 11:45:12.487645 55400
2020-05-28 11:45:12.536211 55500
2020-05-28 11:45:12.584231 55600
2020-05-28 11:45:12.630588 55700
2020-05-28 11:45:12.679520 55800
2020-05-28 11:45:12.727462 55900
2020-05-28 11:45:12.776337 56000
2020-05-28 11:45:12.824292 56100
2020-05-28 11:45:12.872321 56200
2020-05-28 11:45:12.920562 56300
2020-05-28 11:45:12.968004 56400
2020-05-28 11:45:13.017220 56500
2020-05-28 11:45:13.064691 56600
2020-05-28 11:45:13.113237 56700
2020-05-28 11:45:13.161928 56800
2020-05-28 11:45:13.209188 56900
2020-05-28 11:45:13.257492 57000
2020-05-28 11:45:13.306353 57100
2020-05-28 11:45:13.353471 57200
2020-05-28 11:45:13.401999 57300
2020-05-28 11:45:13.450320 57400
2020-05-28 11:45:13.499998 57500
2020-05-28 11:45:13.548061 57600
2020-05-28 11:45:13.596640 57700
2020-05-28 11:45:13.644726 57800
2020-05-28 11:45:13.693275 57900
2020-05-28 11:45:13.741750 58000
2020-05-28 11:45:13.791516 58100
2020-05-28 11:45:13.839587 58200
2020-05-28 11:45:13.887691 58300
2020-05-28 11:45:13.936732 58400
2020-05-28 11:45:13.985312 58500
2020-05-28 11:45:14.033637 58600
2020-05-28 11:45:14.081233 58700
2020-05-28 11:45:14.130541 58800
2020-05-28 11:45:14.177896 58900
2020-05-28 11:45:14.225866 59000
2020-05-28 11:45:14.275500 59100
2020-05-28 11:45:14.324928 59200
2020-05-28 11:45:14.374394 59300
2020-05-28 11:45:14.423050 59400
2020-05-28 11:45:14.472085 59500
2020-05-28 11:45:14.519799 59600
2020-05-28 11:45:14.568984 59700
2020-05-28 11:45:14.616176 59800
2020-05-28 11:45:14.665017 59900
2020-05-28 11:45:14.713224 60000
2020-05-28 11:45:14.762355 60100
2020-05-28 11:45:14.810749 60200
2020-05-28 11:45:14.860039 60300
2020-05-28 11:45:14.909210 60400
2020-05-28 11:45:14.957666 60500
2020-05-28 11:45:15.005611 60600
2020-05-28 11:45:15.053095 60700
2020-05-28 11:45:15.102686 60800
2020-05-28 11:45:15.150467 60900
2020-05-28 11:45:15.197460 61000
2020-05-28 11:45:15.244601 61100
2020-05-28 11:45:15.293028 61200
2020-05-28 11:45:15.340170 61300
2020-05-28 11:45:15.388878 61400
2020-05-28 11:45:15.436067 61500
2020-05-28 11:45:15.485126 61600
2020-05-28 11:45:15.533686 61700
2020-05-28 11:45:15.581648 61800
2020-05-28 11:45:15.627918 61900
2020-05-28 11:45:15.676300 62000
2020-05-28 11:45:15.724214 62100
2020-05-28 11:45:15.772196 62200
2020-05-28 11:45:15.819209 62300
2020-05-28 11:45:15.867146 62400
2020-05-28 11:45:15.915484 62500
2020-05-28 11:45:15.962333 62600
2020-05-28 11:45:16.009333 62700
2020-05-28 11:45:16.056324 62800
2020-05-28 11:45:16.103215 62900
2020-05-28 11:45:16.150086 63000
2020-05-28 11:45:16.196113 63100
2020-05-28 11:45:16.243090 63200
2020-05-28 11:45:16.290216 63300
2020-05-28 11:45:16.336255 63400
2020-05-28 11:45:16.382745 63500
2020-05-28 11:45:16.429271 63600
2020-05-28 11:45:16.476801 63700
2020-05-28 11:45:16.522754 63800
2020-05-28 11:45:16.570006 63900
2020-05-28 11:45:16.616404 64000
2020-05-28 11:45:16.663882 64100
2020-05-28 11:45:16.709888 64200
2020-05-28 11:45:16.757380 64300
2020-05-28 11:45:16.803542 64400
2020-05-28 11:45:16.850646 64500
2020-05-28 11:45:16.896656 64600
2020-05-28 11:45:16.943656 64700
2020-05-28 11:45:16.989565 64800
2020-05-28 11:45:17.035475 64900
2020-05-28 11:45:17.081606 65000
2020-05-28 11:45:17.126551 65100
2020-05-28 11:45:17.172460 65200
2020-05-28 11:45:17.218598 65300
2020-05-28 11:45:17.264279 65400
2020-05-28 11:45:17.310566 65500
2020-05-28 11:45:17.356701 65600
2020-05-28 11:45:17.402581 65700
2020-05-28 11:45:17.448167 65800
2020-05-28 11:45:17.493792 65900
2020-05-28 11:45:17.538852 66000
2020-05-28 11:45:17.584387 66100
2020-05-28 11:45:17.628582 66200
2020-05-28 11:45:17.674275 66300
2020-05-28 11:45:17.718940 66400
2020-05-28 11:45:17.764558 66500
2020-05-28 11:45:17.810052 66600
2020-05-28 11:45:17.855575 66700
2020-05-28 11:45:17.900383 66800
2020-05-28 11:45:17.946537 66900
2020-05-28 11:45:17.992090 67000
2020-05-28 11:45:18.037031 67100
2020-05-28 11:45:18.081718 67200
2020-05-28 11:45:18.126531 67300
2020-05-28 11:45:18.171121 67400
2020-05-28 11:45:18.215311 67500
2020-05-28 11:45:18.259649 67600
2020-05-28 11:45:18.304578 67700
2020-05-28 11:45:18.350377 67800
2020-05-28 11:45:18.395219 67900
2020-05-28 11:45:18.438526 68000
2020-05-28 11:45:18.483694 68100
2020-05-28 11:45:18.527668 68200
2020-05-28 11:45:18.572614 68300
2020-05-28 11:45:18.616930 68400
2020-05-28 11:45:18.661392 68500
2020-05-28 11:45:18.705587 68600
2020-05-28 11:45:18.748611 68700
2020-05-28 11:45:18.793395 68800
2020-05-28 11:45:18.837124 68900
2020-05-28 11:45:18.880965 69000
2020-05-28 11:45:18.924453 69100
2020-05-28 11:45:18.967973 69200
2020-05-28 11:45:19.011822 69300
2020-05-28 11:45:19.055628 69400
2020-05-28 11:45:19.099947 69500
2020-05-28 11:45:19.144770 69600
2020-05-28 11:45:19.189500 69700
2020-05-28 11:45:19.233340 69800
2020-05-28 11:45:19.277318 69900
2020-05-28 11:45:19.321011 70000
2020-05-28 11:45:19.364605 70100
2020-05-28 11:45:19.408245 70200
2020-05-28 11:45:19.451229 70300
2020-05-28 11:45:19.494564 70400
2020-05-28 11:45:19.536839 70500
2020-05-28 11:45:19.579366 70600
2020-05-28 11:45:19.621990 70700
2020-05-28 11:45:19.664493 70800
2020-05-28 11:45:19.707368 70900
2020-05-28 11:45:19.750487 71000
2020-05-28 11:45:19.793243 71100
2020-05-28 11:45:19.835279 71200
2020-05-28 11:45:19.877915 71300
2020-05-28 11:45:19.920410 71400
2020-05-28 11:45:19.962256 71500
2020-05-28 11:45:20.004513 71600
2020-05-28 11:45:20.046388 71700
2020-05-28 11:45:20.088309 71800
2020-05-28 11:45:20.130346 71900
2020-05-28 11:45:20.171996 72000
2020-05-28 11:45:20.214250 72100
2020-05-28 11:45:20.255790 72200
2020-05-28 11:45:20.298110 72300
2020-05-28 11:45:20.340488 72400
2020-05-28 11:45:20.382243 72500
2020-05-28 11:45:20.424653 72600
2020-05-28 11:45:20.466321 72700
2020-05-28 11:45:20.508216 72800
2020-05-28 11:45:20.551346 72900
2020-05-28 11:45:20.593725 73000
2020-05-28 11:45:20.635157 73100
2020-05-28 11:45:20.676705 73200
2020-05-28 11:45:20.717617 73300
2020-05-28 11:45:20.759211 73400
2020-05-28 11:45:20.800639 73500
2020-05-28 11:45:20.842300 73600
